Track ID,Entry time,Exit Time,Movement Tracks
1,5,120,217,38,221,36,227,32,228,29,230,25,243,21,242,19
3,5,120,135,52,146,48,153,41,160,35,164,32,172,28,179,27,191,27
26,5,140,49,503,55,503,61,507,78,528,104,546,108,552
38,40,140,619,591,617,582,614,574,609,564,603,555
42,50,140,220,21,223,18,227,16
11,5,165,1027,120,1030,123,1033,127,1033,135,1034,137,1036,145,1042,150,1047,154,1052,158,1051,168,1054,173,1063,153,1063,171,1067,196,1069,200,1066,206,1059,215
45,70,165,686,588,684,579,682,567,685,556
48,75,170,399,592,398,584,405,571,397,563
22,5,175,846,315,852,323,856,336,862,341,864,354,869,362,877,379,883,391,891,401,896,418,901,424,909,447,919,459,926,464,930,487,937,494,947,522,957,539,964,550
9,5,180,685,107,681,105,681,101,680,97,681,84,679,80,678,80,677,76,676,72,676,67,672,60,670,55,669,53,667,48,669,41,669,39,669,33,659,33,656,31,652,29
55,95,195,140,24,139,29,136,39,140,39,143,37
7,5,200,987,80,983,107,985,108,984,127,985,127,987,129,988,149,991,147,1000,172,999,181,1009,190,1017,195,1024,196,1025,206,1028,219,1032,225,1046,223,1046,242,1051,248,1055,262,1061,264,1063,285,1067,294
16,5,205,839,226,841,235,846,243,851,254,856,266,861,274,868,289,875,299,879,316,885,323,890,336,899,348,905,367,909,377,928,409,940,422,947,440,958,458,984,520,993,533,1011,547,1019,563
17,5,205,161,295,158,311,158,316,154,322,150,336,148,343,149,358,146,369,140,376,138,394,133,406,129,416,127,435,118,438,111,459,108,478,99,482,99,523,98,532,91,543,79,554,74,562,72,570,69,580,60,587
25,5,205,822,448,813,447,804,446,785,445,771,445,757,440,742,451,729,456,715,457,701,460,693,459,682,464,674,470,661,484,649,486,636,502,628,508,618,524,613,545,602,551,594,561,585,566,573,572,572,581,570,587
50,85,210,1069,133,1068,136,1069,146,1069,145,1070,154,1070,156,1069,158,1069,168,1069,169,1071,174
14,5,215,417,167,416,159,413,151,411,143,409,137,411,131,410,125,411,118,409,118,409,106,411,101,412,95,413,89,411,83,413,74,413,72,413,65,412,61,410,57,411,52,411,51,409,43,408,39,407,34,408,31,407,26
35,30,230,959,52,962,56,965,63,966,65,966,67,967,76,971,77,973,80,975,82,975,80,976,79,978,98,980,102,978,98,977,100,975,98,975,99,977,101,980,102,982,106,984,105,987,120,990,122,1001,123
56,100,230,741,30,737,28,735,28,729,26,723,26,728,25,711,22
64,160,270,681,20,680,20,679,21,677,21
30,10,275,201,314,198,316,203,315,201,313,200,310,202,311,203,311,203,310,202,314,204,310,204,309,204,308,203,307,203,307,203,307,204,306,204,306,203,306,204,305,203,305,201,300,202,306,202,299,201,299,202,299,201,299,202,299,204,298,202,298,202,298,201,298,201,298,201,298,200,298
36,30,280,480,66,480,65,481,67,485,67,485,66,484,66,481,64,469,63,468,63,469,61,471,62,477,63,475,62,479,63,482,64,483,65,479,61,484,60,482,59,485,57,483,55,472,52,470,50,472,49,478,44,480,43,483,40,481,40,478,37,479,36,477,33,477,32,481,31,479,28,478,27
18,5,285,444,286,441,278,441,271,441,258,442,250,443,239,442,232,440,228,440,217,439,211,440,201,440,194,439,189,435,178,432,173,431,165,427,160,424,156,421,147,423,143,421,135,418,126,417,122,418,114,418,109,418,100,417,98,418,89,418,79,418,73,418,51,419,42,419,35,418,29,421,28
47,75,285,18,330,17,334,18,341,25,355,30,360,38,367,44,380,50,383,58,399,61,409,66,411,75,425,81,433,86,447,93,461,99,470,115,482,118,494,121,501,128,527,130,540,138,548,142,558,150,565,151,574,157,585,158,592
70,190,290,450,590,453,581,452,573,453,564,453,555
43,55,295,1000,127,1000,131,1001,136,1001,143,1003,147,1006,158,1008,161,1007,171,1011,181,1009,188,1012,196,1013,201,1016,207,1016,218,1018,223,1017,230,1017,245,1018,246,1020,260,1025,268,1029,276,1030,291,1034,296,1041,310,1043,324,1048,332,1053,345,1055,355,1055,362,1059,383,1060,400,1063,410,1067,430
71,195,305,516,29,529,28,534,29,550,32,565,34,570,41
15,5,315,337,195,337,197,337,204,336,204,341,192,341,194,341,223,342,236,342,240,343,244,346,249,347,251,344,265,344,266,344,273,342,286,340,288,338,296,335,307,335,316,335,322,333,328,329,342,325,346,323,360,324,370,319,376,318,390,315,393,318,407,320,413,319,424,319,439,317,447,321,460,321,472,323,481,317,500,316,507,320,523,319,540,319,545,314,561,311,564,312,573,311,581,307,587
39,40,330,667,259,668,250,668,245,669,236,670,228,674,221,675,212,674,207,674,198,674,192,675,189,676,184,675,180,673,171,675,165,676,158,672,153,673,149,667,128,666,123,666,119,666,112,667,104,669,102,670,98,670,96,670,88,673,84,675,81,685,64,688,58,708,40,713,32
23,5,340,398,402,399,388,399,378,397,360,397,347,399,335,400,323,399,315,400,299,400,293,402,278,402,272,406,262,406,248,406,239,408,228,408,222,405,214,403,204,404,196,401,188,403,181,401,172,401,165,399,159,400,148,399,143,399,136,399,127,400,125,400,112,398,107,397,102,395,97,395,96,397,82,397,81,396,76,400,66,399,64,398,57,399,55,398,49,401,43,401,41,397,34,398,34,389,32,390,32,394,33,401,33,404,31
2,5,341,909,39,912,39,912,40,917,42,910,41,918,43,917,49,926,52,930,54,932,53,938,53,936,57,939,55,944,58,944,60,947,62,1010,89,1022,90,1014,99,1024,100,1017,104,1015,106,1015,111,1017,113,1017,119,1026,120,1027,123,1033,134,1034,136,1065,150,1062,198
4,5,341,626,58,627,60,625,65,626,67,628,75,628,79,629,83,631,88,632,95,632,97,631,104,632,106,634,111,637,114,635,121,634,127,636,132,639,136,641,143,636,151,639,153,643,160,645,160,649,173,656,160,655,184,657,190,657,199,662,205,666,219,666,227,667,237,669,242,670,254,673,260,673,271,675,277,677,288,683,298,682,311,683,319,688,329,693,340,692,353,694,366,698,371,702,389,703,394,704,414,709,417,711,435,714,446,716,499,715,482,724,494,728,509,730,525,728,547,730,557,732,570,737,580,740,591
5,5,341,793,50,793,50,793,49,792,49,784,57,785,59,790,59,791,60,790,58,791,57,792,57,792,57,792,57,791,57,791,57,791,57,786,56,787,55,786,54,787,54,786,53,785,53,786,53,786,54,787,52,791,50,801,43,791,48,791,49,790,50,787,50,791,49,790,49,790,49,790,49,790,49,791,49,791,49,791,49,791,48,791,48,787,49,787,48,791,49,792,49,792,49,790,43,792,42,794,41,785,49,786,49,785,49,785,49,786,50,792,40,791,41,792,41,792,42
8,5,341,66,106,66,105,65,103,63,102,63,102,63,102,62,103,62,103,62,102,61,102,61,101,53,86,57,83,63,83,70,82,65,98,64,99,63,99,63,98,62,98,61,97,61,96,58,95,56,95,55,95,53,95,53,95,54,95,53,95,53,95,53,91,53,91,52,95,51,96,50,96,50,97,47,98,45,100,39,98,39,99,38,101,38,102,38,101,37,101,37,101,38,101,38,101,38,101,39,101,42,101,43,100,43,99,39,101,38,102,38,101,38,101,38,101,38,101,38,102,37,102,37,103,35,105,30,104,28,104,27,105,26,105
13,5,341,536,143,537,143,536,147,537,152,537,154,537,161,535,166,535,173,536,182,536,184,534,191,532,196,532,204,532,212,533,215,532,221,532,228,532,237,530,244,532,250,530,258,528,265,528,274,528,284,530,288,529,298,527,308,529,315,530,323,536,328,533,341,532,351,536,356,538,368,542,382,542,390,541,404,543,413,543,431,547,439,548,453,546,471,548,478,548,498,553,509,552,520,552,543,552,551,559,558,564,565,571,573,568,584,571,592
19,5,341,231,323,234,322,238,320,225,314,239,315,227,313,236,317,238,317,239,317,241,317,240,316,238,316,234,315,236,314,238,315,239,314,238,314,240,315,241,315,242,315,241,314,238,313,240,313,239,312,238,313,237,313,238,312,238,312,238,310,234,309,238,308,234,309,238,309,239,309,232,294,233,308,231,307,231,308,229,309,230,309,232,309,228,309,227,309,229,309,229,309,226,309,231,309,231,308,226,301,232,307,229,308,230,308,229,309,231,309,234,309,235,309,239,309,237,309,236,309,235,308,238,307,234,301,233,301,228,301
24,5,341,1060,435,1062,424,1057,411,1052,394,1040,382,1026,376,1021,361,1018,355,1012,345,1003,332,993,324,991,313,984,305,977,295,970,283,962,275,953,267,950,259,947,252,939,241,931,235,928,227,925,215,921,213,916,202,911,197,907,189,904,180,901,173,897,167,897,160,892,154,892,147,891,143,888,141,887,130,887,125,881,120,880,114,877,109,874,101,869,99,866,95,865,86,862,80,859,74,853,71,850,67,848,59,845,55,842,48,841,44,836,41,832,35,826,38,823,38,820,32
27,5,341,672,562,668,552,660,543,654,525,649,501,648,495,642,473,637,462,632,452,627,433,625,431,624,411,621,399,619,388,616,369,616,363,614,352,615,338,614,333,614,318,612,310,614,301,615,288,613,284,614,274,613,263,615,259,616,243,614,238,614,230,615,220,613,216,614,206,613,198,609,195,613,183,613,175,614,172,616,165,614,159,614,151,613,145,615,142,616,134,615,127,615,121,615,114,617,112,617,103,617,99,613,90,613,83,612,79,611,76,607,74
29,10,341,573,102,572,103,573,109,573,113,573,120,574,124,574,126,575,134,577,143,575,144,575,150,577,152,577,155,579,167,577,169,578,177,574,180,571,191,570,198,569,196,566,203,559,213,558,218,557,230,554,237,553,238,551,245,549,244,547,263,547,270,544,273,543,284,543,288,544,298,547,314,554,320,553,329,555,340,562,346,563,358,568,369,571,377,574,391,578,404,583,415,585,431,585,436,586,455,586,470,589,471,590,495,592,505,590,526,591,541,592,549,592,558,592,567,570,576
34,20,341,264,315,266,316,270,314,270,314,269,315,269,313,271,314,267,311,273,310,273,310,266,310,267,310,266,311,267,312,266,311,261,300,263,297,264,296,262,299,261,299,203,299
37,35,341,337,169,338,177,339,181,338,193,338,194,341,202,342,205,342,215,340,217,339,224,340,228,337,239,338,246,335,253,330,259,330,262,328,268,327,276,325,288,321,292,318,299,316,309,315,314,313,323,312,335,311,335,310,354,308,364,306,364,304,380,302,386,299,394,300,416,298,417,298,433,294,446,292,454,288,473,288,483,287,487,283,509,275,532,274,551,273,556,270,564,267,573,263,581,263,589
44,65,341,598,540,595,530,587,511,586,497,582,487,583,457,580,460,584,441,580,429,579,417,582,400,583,393,584,375,585,368,586,356,589,342,589,331,592,319,592,311,593,300,593,289,595,282,594,270,594,265,596,254,595,245,594,240,593,229,591,222,591,212,590,207,590,198,590,189,589,188,588,177,589,171,591,165,590,157,589,149,591,141,591,135,593,129,592,124,589,121,591,112,590,107,595,101,590,98,589,98,575,62
49,80,341,515,60,521,61,523,65,523,67,528,78,528,85,528,89,529,91,529,98,531,102,530,106,531,112,530,114,530,119,529,127,527,131,528,138,523,142,523,149,523,157,524,161,524,167,522,172,523,178,524,184,525,191,524,200,523,206,524,211,524,220,527,224,527,237,528,244,531,246,533,258,536,263,536,273,537,286,537,291,538,305,541,315,541,321,538,337,538,341,538,355,541,367,541,371,542,391,542,393,543,406,553,414
51,85,341,91,58,103,58,110,58,123,56,134,33,135,33,136,34,137,35,138,37,136,41,136,49,135,49,135,51,133,54,131,57,131,59,132,65,132,67,132,67,132,74,131,77,131,80,132,84,133,88,133,89,134,91,131,100,129,101,130,104,131,105,132,107,130,111,122,125,120,128,117,134,116,137,115,145,112,149,109,155,104,155,100,166,98,170,97,170,97,175,94,177,89,184
52,90,341,690,546,692,524,692,507,693,479,695,470,700,447,702,434,703,415,704,401,710,391,713,370,714,363,714,343,716,334,720,319,722,309,724,300,721,283,721,276,721,260,720,259,718,244,715,236,716,223,715,214,713,208,711,196,710,189,710,179,710,171,709,165,709,153,709,148,712,137,713,130,712,122,711,117,713,114,716,104,715,101,716,94,718,88,721,81,724,76,725,73,726,66,727,61,731,52,732,49,731,43,732,36
54,95,341,403,557,401,547,402,528,403,521,408,498,411,482,412,476,408,453,411,435,411,431,413,408,413,402,413,392,413,369,412,363,416,356,412,338,413,334,411,328,408,309,409,300,409,293,407,282,408,276,407,268,406,254,409,250,410,239,410,231,411,228,411,216,410,205,411,201,412,189,413,183,413,182,412,172,413,165,417,159,418,151,419,149,421,145,421,132,421,126,426,121,428,118,431,111,434,105,433,99,434,96
60,130,341,180,49,189,49,203,44,211,43,219,39,233,40,241,39,247,39,259,39,263,40,276,38,287,39,292,36,302,38,310,39,318,36,328,40,333,40,340,41,349,41,357,41,368,41,420,35,428,36,437,39,450,40,470,38,478,35,494,37,520,33
65,165,341,12,366,15,365,18,380,24,390,30,393,35,410,43,415,48,432,56,441,69,451,77,470,85,475,93,493,102,498,113,517,120,526,128,549,135,557,143,563,151,571,155,579,160,590
67,170,341,994,172,1000,169,1002,181,1004,198,1008,195,1011,206,1010,222,1012,228,1013,229,1012,236,1014,243,1017,250,1019,260,1019,267,1021,275,1022,291,1022,299,1022,309,1023,317,1031,334,1034,344,1043,362,1047,368,1052,383,1056,385,1060,408,1060,413,1065,425
69,175,341,1041,104,1042,112,1045,114,1049,113,1048,126,1053,131,1059,135,1060,137,1060,143,1053,144,1051,131,1057,130,1057,126,1055,124,1054,125,1048,89,1051,81,1060,79,1059,77,1062,87,1051,62,1046,60,1043,55,1043,55,1020,44,1026,41,1022,38,1012,35,1015,29,1020,32
72,215,341,451,547,449,527,446,520,444,500,442,483,440,476,438,456,435,446,436,435,435,415,435,408,435,398,433,386,433,378,435,363,434,356,436,345,436,331,439,329,441,314,444,308,445,297,446,284,445,276,445,267,446,259
73,215,341,535,33,534,38,535,41,535,43,537,49,536,51,537,55,536,77,536,78,536,83,554,89,550,95,536,99,537,103,549,107,546,110,548,113,545,118,544,119,546,124,550,128
74,240,341,568,54,568,56,569,57,563,76,565,80,565,87,584,128
77,245,341,820,591,804,582,781,572,770,563,759,554,740,548
78,255,341,861,594,868,586,866,571,864,566
79,270,341,1023,89,1016,88,1004,82,990,84,982,80,974,76,964,76,951,72,944,68,935,65,927,58,921,56,905,52,899,48,890,44
80,275,341,867,557,869,546,873,532,874,507,875,501,878,478,882,464,885,454,886,433,889,427,891,405,894,394,895,381,899,368
81,285,341,691,503,676,486,660,475,650,463,637,458,631,448,619,425,611,415,602,402,594,393,585,385
82,285,341,1027,64,1015,59,1011,57,1008,54,1004,50,988,56,988,43,984,38,975,35,976,31,974,28,968,26
83,290,341,1065,104,1066,131,1060,107,1058,108,1053,104,1048,87,1042,84,1040,82,1035,73,1030,81,1027,62
84,290,341,839,594,838,589,840,579,837,572
85,290,341,11,198,12,202,12,206,12,216,13,218,12,226,13,230,17,225,21,236,23,245,23,249
86,300,341,16,377,19,384,22,401,44,417,54,427,64,437,68,448
88,310,341,834,564,828,555,827,547,828,523,825,523,822,493,822,480
90,325,341,823,588,817,581,813,568,807,564
91,325,341,672,593,667,585,667,575,667,565
